input_idx,layer_name,layer_type,op_type,M,K,P,input_sparsity,output_sparsity,weight_sparsity,input_shape,output_shape,attention_sparsity
102,encoder.layer.2.attention.self.key,Linear,MM,32,768,768,0.0,0.0,0.6993119981553819,"(1, 32, 768)","(1, 32, 768)",0.0
102,encoder.layer.2.attention.self.value,Linear,MM,32,768,768,0.0,0.0,0.7005954318576388,"(1, 32, 768)","(1, 32, 768)",0.0
102,encoder.layer.2.attention.output.dense,Linear,MM,32,768,768,0.0,0.0,0.7006802029079862,"(1, 32, 768)","(1, 32, 768)",0.0
102,encoder.layer.2.intermediate.dense,Linear,MM,32,768,3072,0.0,0.0,0.7004263136121962,"(1, 32, 768)","(1, 32, 3072)",0.0
102,encoder.layer.2.output.dense,Linear,MM,32,3072,768,0.0,0.0,0.7003050910101997,"(1, 32, 3072)","(1, 32, 768)",0.0
102,encoder.layer.3.attention.self.query,Linear,MM,32,768,768,0.0,0.0,0.7005632188585069,"(1, 32, 768)","(1, 32, 768)",0.0
102,encoder.layer.3.attention.self.key,Linear,MM,32,768,768,0.0,0.0,0.7003868950737847,"(1, 32, 768)","(1, 32, 768)",0.0
102,encoder.layer.3.attention.self.value,Linear,MM,32,768,768,0.0,0.0,0.6992662217881944,"(1, 32, 768)","(1, 32, 768)",0.0
102,encoder.layer.3.attention.output.dense,Linear,MM,32,768,768,0.0,0.0,0.6994696723090278,"(1, 32, 768)","(1, 32, 768)",0.0
102,encoder.layer.3.intermediate.dense,Linear,MM,32,768,3072,0.0,0.0,0.7001906500922309,"(1, 32, 768)","(1, 32, 3072)",0.0
102,encoder.layer.3.output.dense,Linear,MM,32,3072,768,0.0,0.0,0.6996896531846788,"(1, 32, 3072)","(1, 32, 768)",0.0
102,encoder.layer.4.attention.self.query,Linear,MM,32,768,768,0.0,0.0,0.7004241943359375,"(1, 32, 768)","(1, 32, 768)",0.0
102,encoder.layer.4.attention.self.key,Linear,MM,32,768,768,0.0,0.0,0.6995340983072916,"(1, 32, 768)","(1, 32, 768)",0.0
102,encoder.layer.4.attention.self.value,Linear,MM,32,768,768,0.0,0.0,0.6999189588758681,"(1, 32, 768)","(1, 32, 768)",0.0
102,encoder.layer.4.attention.output.dense,Linear,MM,32,768,768,0.0,0.0,0.6995730929904513,"(1, 32, 768)","(1, 32, 768)",0.0
102,encoder.layer.4.intermediate.dense,Linear,MM,32,768,3072,0.0,0.0,0.7000071207682291,"(1, 32, 768)","(1, 32, 3072)",0.0
102,encoder.layer.4.output.dense,Linear,MM,32,3072,768,0.0,0.0,0.699927012125651,"(1, 32, 3072)","(1, 32, 768)",0.0
102,encoder.layer.5.attention.self.query,Linear,MM,32,768,768,0.0,0.0,0.6995103624131944,"(1, 32, 768)","(1, 32, 768)",0.0
102,encoder.layer.5.attention.self.key,Linear,MM,32,768,768,0.0,0.0,0.6998731825086806,"(1, 32, 768)","(1, 32, 768)",0.0
102,encoder.layer.5.attention.self.value,Linear,MM,32,768,768,0.0,0.0,0.6993967692057291,"(1, 32, 768)","(1, 32, 768)",0.0
102,encoder.layer.5.attention.output.dense,Linear,MM,32,768,768,0.0,0.0,0.6993340386284722,"(1, 32, 768)","(1, 32, 768)",0.0
102,encoder.layer.5.intermediate.dense,Linear,MM,32,768,3072,0.0,0.0,0.7002381218804253,"(1, 32, 768)","(1, 32, 3072)",0.0
102,encoder.layer.5.output.dense,Linear,MM,32,3072,768,0.0,0.0,0.7000096638997396,"(1, 32, 3072)","(1, 32, 768)",0.0
102,encoder.layer.6.attention.self.query,Linear,MM,32,768,768,0.0,0.0,0.7001478407118056,"(1, 32, 768)","(1, 32, 768)",0.0
102,encoder.layer.6.attention.self.key,Linear,MM,32,768,768,0.0,0.0,0.7009446885850694,"(1, 32, 768)","(1, 32, 768)",0.0
102,encoder.layer.6.attention.self.value,Linear,MM,32,768,768,0.0,0.0,0.6986100938585069,"(1, 32, 768)","(1, 32, 768)",0.0
102,encoder.layer.6.attention.output.dense,Linear,MM,32,768,768,0.0,0.0,0.7008870442708334,"(1, 32, 768)","(1, 32, 768)",0.0
102,encoder.layer.6.intermediate.dense,Linear,MM,32,768,3072,0.0,0.0,0.6998396979437934,"(1, 32, 768)","(1, 32, 3072)",0.0
102,encoder.layer.6.output.dense,Linear,MM,32,3072,768,0.0,0.0,0.6998528374565972,"(1, 32, 3072)","(1, 32, 768)",0.0
102,encoder.layer.7.attention.self.query,Linear,MM,32,768,768,0.0,0.0,0.6999986436631944,"(1, 32, 768)","(1, 32, 768)",0.0
102,encoder.layer.7.attention.self.key,Linear,MM,32,768,768,0.0,0.0,0.70013427734375,"(1, 32, 768)","(1, 32, 768)",0.0
102,encoder.layer.7.attention.self.value,Linear,MM,32,768,768,0.0,0.0,0.7000664605034722,"(1, 32, 768)","(1, 32, 768)",0.0
102,encoder.layer.7.attention.output.dense,Linear,MM,32,768,768,0.0,0.0,0.7004055447048612,"(1, 32, 768)","(1, 32, 768)",0.0
102,encoder.layer.7.intermediate.dense,Linear,MM,32,768,3072,0.0,0.0,0.7001419067382812,"(1, 32, 768)","(1, 32, 3072)",0.0
102,encoder.layer.7.output.dense,Linear,MM,32,3072,768,0.0,0.0,0.7002313401963975,"(1, 32, 3072)","(1, 32, 768)",0.0
102,encoder.layer.8.attention.self.query,Linear,MM,32,768,768,0.0,0.0,0.7003716362847222,"(1, 32, 768)","(1, 32, 768)",0.0
102,encoder.layer.8.attention.self.key,Linear,MM,32,768,768,0.0,0.0,0.7008260091145834,"(1, 32, 768)","(1, 32, 768)",0.0
102,encoder.layer.8.attention.self.value,Linear,MM,32,768,768,0.0,0.0,0.7002156575520834,"(1, 32, 768)","(1, 32, 768)",0.0
102,encoder.layer.8.attention.output.dense,Linear,MM,32,768,768,0.0,0.0,0.6998511420355903,"(1, 32, 768)","(1, 32, 768)",0.0
102,encoder.layer.8.intermediate.dense,Linear,MM,32,768,3072,0.0,0.0,0.7000393337673612,"(1, 32, 768)","(1, 32, 3072)",0.0
102,encoder.layer.8.output.dense,Linear,MM,32,3072,768,0.0,0.0,0.6993442111545138,"(1, 32, 3072)","(1, 32, 768)",0.0
102,encoder.layer.9.attention.self.query,Linear,MM,32,768,768,0.0,0.0,0.7002851698133681,"(1, 32, 768)","(1, 32, 768)",0.0
102,encoder.layer.9.attention.self.key,Linear,MM,32,768,768,0.0,0.0,0.6998935275607638,"(1, 32, 768)","(1, 32, 768)",0.0
102,encoder.layer.9.attention.self.value,Linear,MM,32,768,768,0.0,0.0,0.6999121771918403,"(1, 32, 768)","(1, 32, 768)",0.0
102,encoder.layer.9.attention.output.dense,Linear,MM,32,768,768,0.0,0.0,0.6997155083550347,"(1, 32, 768)","(1, 32, 768)",0.0
102,encoder.layer.9.intermediate.dense,Linear,MM,32,768,3072,0.0,0.0,0.7000842624240451,"(1, 32, 768)","(1, 32, 3072)",0.0
102,encoder.layer.9.output.dense,Linear,MM,32,3072,768,0.0,0.0,0.7004127502441406,"(1, 32, 3072)","(1, 32, 768)",0.0
102,encoder.layer.10.attention.self.query,Linear,MM,32,768,768,0.0,0.0,0.6997307671440972,"(1, 32, 768)","(1, 32, 768)",0.0
102,encoder.layer.10.attention.self.key,Linear,MM,32,768,768,0.0,0.0,0.6995357937282987,"(1, 32, 768)","(1, 32, 768)",0.0
102,encoder.layer.10.attention.self.value,Linear,MM,32,768,768,0.0,0.0,0.6998545328776041,"(1, 32, 768)","(1, 32, 768)",0.0
102,encoder.layer.10.attention.output.dense,Linear,MM,32,768,768,0.0,0.0,0.6999257405598959,"(1, 32, 768)","(1, 32, 768)",0.0
102,encoder.layer.10.intermediate.dense,Linear,MM,32,768,3072,0.0,0.0,0.69994142320421,"(1, 32, 768)","(1, 32, 3072)",0.0
102,encoder.layer.10.output.dense,Linear,MM,32,3072,768,0.0,0.0,0.6998405456542969,"(1, 32, 3072)","(1, 32, 768)",0.0
102,encoder.layer.11.attention.self.query,Linear,MM,32,768,768,0.0,0.0,0.7005835639105903,"(1, 32, 768)","(1, 32, 768)",0.0
102,encoder.layer.11.attention.self.key,Linear,MM,32,768,768,0.0,0.0,0.7016313340928819,"(1, 32, 768)","(1, 32, 768)",0.0
102,encoder.layer.11.attention.self.value,Linear,MM,32,768,768,0.0,0.0,0.6994052463107638,"(1, 32, 768)","(1, 32, 768)",0.0
102,encoder.layer.11.attention.output.dense,Linear,MM,32,768,768,0.0,0.0,0.7004920111762153,"(1, 32, 768)","(1, 32, 768)",0.0
102,encoder.layer.11.intermediate.dense,Linear,MM,32,768,3072,0.0,0.0,0.6995328267415365,"(1, 32, 768)","(1, 32, 3072)",0.0
102,encoder.layer.11.output.dense,Linear,MM,32,3072,768,0.0,0.0,0.6994493272569444,"(1, 32, 3072)","(1, 32, 768)",0.0
102,pooler.dense,Linear,MV,1,768,768,0.0,0.0,0.6989915635850694,"(1, 768)","(1, 768)",0.0
103,encoder.layer.0.attention.self.query,Linear,MM,64,768,768,0.0,0.0,0.6993950737847222,"(1, 64, 768)","(1, 64, 768)",0.01513671875
103,encoder.layer.0.attention.self.key,Linear,MM,64,768,768,0.0,0.0,0.6990814208984375,"(1, 64, 768)","(1, 64, 768)",0.01513671875
103,encoder.layer.0.attention.self.value,Linear,MM,64,768,768,0.0,0.0,0.7007022433810763,"(1, 64, 768)","(1, 64, 768)",0.01513671875
103,encoder.layer.0.attention.output.dense,Linear,MM,64,768,768,0.0,0.0,0.7003546820746528,"(1, 64, 768)","(1, 64, 768)",0.01513671875
103,encoder.layer.0.intermediate.dense,Linear,MM,64,768,3072,0.0,0.0,0.7007073296440972,"(1, 64, 768)","(1, 64, 3072)",0.0
103,encoder.layer.0.output.dense,Linear,MM,64,3072,768,0.0,0.0,0.6996264987521701,"(1, 64, 3072)","(1, 64, 768)",0.0
103,encoder.layer.1.attention.self.query,Linear,MM,64,768,768,0.0,0.0,0.7002156575520834,"(1, 64, 768)","(1, 64, 768)",0.015706380208333332
103,encoder.layer.1.attention.self.key,Linear,MM,64,768,768,0.0,0.0,0.6998664008246528,"(1, 64, 768)","(1, 64, 768)",0.015706380208333332
103,encoder.layer.1.attention.self.value,Linear,MM,64,768,768,0.0,0.0,0.6995764838324653,"(1, 64, 768)","(1, 64, 768)",0.015706380208333332
103,encoder.layer.1.attention.output.dense,Linear,MM,64,768,768,0.0,0.0,0.7008480495876737,"(1, 64, 768)","(1, 64, 768)",0.015706380208333332
103,encoder.layer.1.intermediate.dense,Linear,MM,64,768,3072,0.0,0.0,0.6999337938096788,"(1, 64, 768)","(1, 64, 3072)",0.0
103,encoder.layer.1.output.dense,Linear,MM,64,3072,768,0.0,0.0,0.700110117594401,"(1, 64, 3072)","(1, 64, 768)",0.0
103,encoder.layer.2.attention.self.query,Linear,MM,64,768,768,0.0,0.0,0.7001783582899306,"(1, 64, 768)","(1, 64, 768)",0.012980143229166666
103,encoder.layer.2.attention.self.key,Linear,MM,64,768,768,0.0,0.0,0.6993119981553819,"(1, 64, 768)","(1, 64, 768)",0.012980143229166666
103,encoder.layer.2.attention.self.value,Linear,MM,64,768,768,0.0,0.0,0.7005954318576388,"(1, 64, 768)","(1, 64, 768)",0.012980143229166666
103,encoder.layer.2.attention.output.dense,Linear,MM,64,768,768,0.0,0.0,0.7006802029079862,"(1, 64, 768)","(1, 64, 768)",0.012980143229166666
103,encoder.layer.2.intermediate.dense,Linear,MM,64,768,3072,0.0,0.0,0.7004263136121962,"(1, 64, 768)","(1, 64, 3072)",0.0
103,encoder.layer.2.output.dense,Linear,MM,64,3072,768,0.0,0.0,0.7003050910101997,"(1, 64, 3072)","(1, 64, 768)",0.0
103,encoder.layer.3.attention.self.query,Linear,MM,64,768,768,0.0,0.0,0.7005632188585069,"(1, 64, 768)","(1, 64, 768)",0.009867350260416666
103,encoder.layer.3.attention.self.key,Linear,MM,64,768,768,0.0,0.0,0.7003868950737847,"(1, 64, 768)","(1, 64, 768)",0.009867350260416666
103,encoder.layer.3.attention.self.value,Linear,MM,64,768,768,0.0,0.0,0.6992662217881944,"(1, 64, 768)","(1, 64, 768)",0.009867350260416666
103,encoder.layer.3.attention.output.dense,Linear,MM,64,768,768,0.0,0.0,0.6994696723090278,"(1, 64, 768)","(1, 64, 768)",0.009867350260416666
103,encoder.layer.3.intermediate.dense,Linear,MM,64,768,3072,0.0,0.0,0.7001906500922309,"(1, 64, 768)","(1, 64, 3072)",0.0
103,encoder.layer.3.output.dense,Linear,MM,64,3072,768,0.0,0.0,0.6996896531846788,"(1, 64, 3072)","(1, 64, 768)",0.0
103,encoder.layer.4.attention.self.query,Linear,MM,64,768,768,0.0,0.0,0.7004241943359375,"(1, 64, 768)","(1, 64, 768)",0.010355631510416666
103,encoder.layer.4.attention.self.key,Linear,MM,64,768,768,0.0,0.0,0.6995340983072916,"(1, 64, 768)","(1, 64, 768)",0.010355631510416666
103,encoder.layer.4.attention.self.value,Linear,MM,64,768,768,0.0,0.0,0.6999189588758681,"(1, 64, 768)","(1, 64, 768)",0.010355631510416666
103,encoder.layer.4.attention.output.dense,Linear,MM,64,768,768,0.0,0.0,0.6995730929904513,"(1, 64, 768)","(1, 64, 768)",0.010355631510416666
103,encoder.layer.4.intermediate.dense,Linear,MM,64,768,3072,0.0,0.0,0.7000071207682291,"(1, 64, 768)","(1, 64, 3072)",0.0
103,encoder.layer.4.output.dense,Linear,MM,64,3072,768,0.0,0.0,0.699927012125651,"(1, 64, 3072)","(1, 64, 768)",0.0
103,encoder.layer.5.attention.self.query,Linear,MM,64,768,768,0.0,0.0,0.6995103624131944,"(1, 64, 768)","(1, 64, 768)",0.012797037760416666
103,encoder.layer.5.attention.self.key,Linear,MM,64,768,768,0.0,0.0,0.6998731825086806,"(1, 64, 768)","(1, 64, 768)",0.012797037760416666
103,encoder.layer.5.attention.self.value,Linear,MM,64,768,768,0.0,0.0,0.6993967692057291,"(1, 64, 768)","(1, 64, 768)",0.012797037760416666
103,encoder.layer.5.attention.output.dense,Linear,MM,64,768,768,0.0,0.0,0.6993340386284722,"(1, 64, 768)","(1, 64, 768)",0.012797037760416666
103,encoder.layer.5.intermediate.dense,Linear,MM,64,768,3072,0.0,0.0,0.7002381218804253,"(1, 64, 768)","(1, 64, 3072)",0.0
103,encoder.layer.5.output.dense,Linear,MM,64,3072,768,0.0,0.0,0.7000096638997396,"(1, 64, 3072)","(1, 64, 768)",0.0
103,encoder.layer.6.attention.self.query,Linear,MM,64,768,768,0.0,0.0,0.7001478407118056,"(1, 64, 768)","(1, 64, 768)",0.013203938802083334
103,encoder.layer.6.attention.self.key,Linear,MM,64,768,768,0.0,0.0,0.7009446885850694,"(1, 64, 768)","(1, 64, 768)",0.013203938802083334
103,encoder.layer.6.attention.self.value,Linear,MM,64,768,768,0.0,0.0,0.6986100938585069,"(1, 64, 768)","(1, 64, 768)",0.013203938802083334
103,encoder.layer.6.attention.output.dense,Linear,MM,64,768,768,0.0,0.0,0.7008870442708334,"(1, 64, 768)","(1, 64, 768)",0.013203938802083334
103,encoder.layer.6.intermediate.dense,Linear,MM,64,768,3072,0.0,0.0,0.6998396979437934,"(1, 64, 768)","(1, 64, 3072)",0.0
103,encoder.layer.6.output.dense,Linear,MM,64,3072,768,0.0,0.0,0.6998528374565972,"(1, 64, 3072)","(1, 64, 768)",0.0
103,encoder.layer.7.attention.self.query,Linear,MM,64,768,768,0.0,0.0,0.6999986436631944,"(1, 64, 768)","(1, 64, 768)",0.00750732421875
103,encoder.layer.7.attention.self.key,Linear,MM,64,768,768,0.0,0.0,0.70013427734375,"(1, 64, 768)","(1, 64, 768)",0.00750732421875
103,encoder.layer.7.attention.self.value,Linear,MM,64,768,768,0.0,0.0,0.7000664605034722,"(1, 64, 768)","(1, 64, 768)",0.00750732421875
103,encoder.layer.7.attention.output.dense,Linear,MM,64,768,768,0.0,0.0,0.7004055447048612,"(1, 64, 768)","(1, 64, 768)",0.00750732421875
103,encoder.layer.7.intermediate.dense,Linear,MM,64,768,3072,0.0,0.0,0.7001419067382812,"(1, 64, 768)","(1, 64, 3072)",0.0
103,encoder.layer.7.output.dense,Linear,MM,64,3072,768,0.0,0.0,0.7002313401963975,"(1, 64, 3072)","(1, 64, 768)",0.0
103,encoder.layer.8.attention.self.query,Linear,MM,64,768,768,0.0,0.0,0.7003716362847222,"(1, 64, 768)","(1, 64, 768)",0.006591796875
103,encoder.layer.8.attention.self.key,Linear,MM,64,768,768,0.0,0.0,0.7008260091145834,"(1, 64, 768)","(1, 64, 768)",0.006591796875
103,encoder.layer.8.attention.self.value,Linear,MM,64,768,768,0.0,0.0,0.7002156575520834,"(1, 64, 768)","(1, 64, 768)",0.006591796875
103,encoder.layer.8.attention.output.dense,Linear,MM,64,768,768,0.0,0.0,0.6998511420355903,"(1, 64, 768)","(1, 64, 768)",0.006591796875
103,encoder.layer.8.intermediate.dense,Linear,MM,64,768,3072,0.0,0.0,0.7000393337673612,"(1, 64, 768)","(1, 64, 3072)",0.0
103,encoder.layer.8.output.dense,Linear,MM,64,3072,768,0.0,0.0,0.6993442111545138,"(1, 64, 3072)","(1, 64, 768)",0.0
103,encoder.layer.9.attention.self.query,Linear,MM,64,768,768,0.0,0.0,0.7002851698133681,"(1, 64, 768)","(1, 64, 768)",0.007059733072916667
103,encoder.layer.9.attention.self.key,Linear,MM,64,768,768,0.0,0.0,0.6998935275607638,"(1, 64, 768)","(1, 64, 768)",0.007059733072916667
103,encoder.layer.9.attention.self.value,Linear,MM,64,768,768,0.0,0.0,0.6999121771918403,"(1, 64, 768)","(1, 64, 768)",0.007059733072916667
103,encoder.layer.9.attention.output.dense,Linear,MM,64,768,768,0.0,0.0,0.6997155083550347,"(1, 64, 768)","(1, 64, 768)",0.007059733072916667
103,encoder.layer.9.intermediate.dense,Linear,MM,64,768,3072,0.0,0.0,0.7000842624240451,"(1, 64, 768)","(1, 64, 3072)",0.0
103,encoder.layer.9.output.dense,Linear,MM,64,3072,768,0.0,0.0,0.7004127502441406,"(1, 64, 3072)","(1, 64, 768)",0.0
103,encoder.layer.10.attention.self.query,Linear,MM,64,768,768,0.0,0.0,0.6997307671440972,"(1, 64, 768)","(1, 64, 768)",0.0081787109375
103,encoder.layer.10.attention.self.key,Linear,MM,64,768,768,0.0,0.0,0.6995357937282987,"(1, 64, 768)","(1, 64, 768)",0.0081787109375
103,encoder.layer.10.attention.self.value,Linear,MM,64,768,768,0.0,0.0,0.6998545328776041,"(1, 64, 768)","(1, 64, 768)",0.0081787109375
103,encoder.layer.10.attention.output.dense,Linear,MM,64,768,768,0.0,0.0,0.6999257405598959,"(1, 64, 768)","(1, 64, 768)",0.0081787109375
103,encoder.layer.10.intermediate.dense,Linear,MM,64,768,3072,0.0,0.0,0.69994142320421,"(1, 64, 768)","(1, 64, 3072)",0.0
103,encoder.layer.10.output.dense,Linear,MM,64,3072,768,0.0,0.0,0.6998405456542969,"(1, 64, 3072)","(1, 64, 768)",0.0
103,encoder.layer.11.attention.self.query,Linear,MM,64,768,768,0.0,0.0,0.7005835639105903,"(1, 64, 768)","(1, 64, 768)",0.008199055989583334
103,encoder.layer.11.attention.self.key,Linear,MM,64,768,768,0.0,0.0,0.7016313340928819,"(1, 64, 768)","(1, 64, 768)",0.008199055989583334
103,encoder.layer.11.attention.self.value,Linear,MM,64,768,768,0.0,0.0,0.6994052463107638,"(1, 64, 768)","(1, 64, 768)",0.008199055989583334
103,encoder.layer.11.attention.output.dense,Linear,MM,64,768,768,0.0,0.0,0.7004920111762153,"(1, 64, 768)","(1, 64, 768)",0.008199055989583334
103,encoder.layer.11.intermediate.dense,Linear,MM,64,768,3072,0.0,0.0,0.6995328267415365,"(1, 64, 768)","(1, 64, 3072)",0.0
103,encoder.layer.11.output.dense,Linear,MM,64,3072,768,0.0,0.0,0.6994493272569444,"(1, 64, 3072)","(1, 64, 768)",0.0
103,pooler.dense,Linear,MV,1,768,768,0.0,0.0,0.6989915635850694,"(1, 768)","(1, 768)",0.0
104,encoder.layer.0.attention.self.query,Linear,MM,128,768,768,0.0,0.0,0.6993950737847222,"(1, 128, 768)","(1, 128, 768)",0.9129689534505209
104,encoder.layer.0.attention.self.key,Linear,MM,128,768,768,0.0,0.0,0.6990814208984375,"(1, 128, 768)","(1, 128, 768)",0.9129689534505209
104,encoder.layer.0.attention.self.value,Linear,MM,128,768,768,0.0,0.0,0.7007022433810763,"(1, 128, 768)","(1, 128, 768)",0.9129689534505209
104,encoder.layer.0.attention.output.dense,Linear,MM,128,768,768,0.0,0.0,0.7003546820746528,"(1, 128, 768)","(1, 128, 768)",0.9129689534505209
104,encoder.layer.0.intermediate.dense,Linear,MM,128,768,3072,0.0,0.0,0.7007073296440972,"(1, 128, 768)","(1, 128, 3072)",0.0
104,encoder.layer.0.output.dense,Linear,MM,128,3072,768,0.0,0.0,0.6996264987521701,"(1, 128, 3072)","(1, 128, 768)",0.0
104,encoder.layer.1.attention.self.query,Linear,MM,128,768,768,0.0,0.0,0.7002156575520834,"(1, 128, 768)","(1, 128, 768)",0.9161936442057291
104,encoder.layer.1.attention.self.key,Linear,MM,128,768,768,0.0,0.0,0.6998664008246528,"(1, 128, 768)","(1, 128, 768)",0.9161936442057291
104,encoder.layer.1.attention.self.value,Linear,MM,128,768,768,0.0,0.0,0.6995764838324653,"(1, 128, 768)","(1, 128, 768)",0.9161936442057291
104,encoder.layer.1.attention.output.dense,Linear,MM,128,768,768,0.0,0.0,0.7008480495876737,"(1, 128, 768)","(1, 128, 768)",0.9161936442057291
104,encoder.layer.1.intermediate.dense,Linear,MM,128,768,3072,0.0,0.0,0.6999337938096788,"(1, 128, 768)","(1, 128, 3072)",0.0
104,encoder.layer.1.output.dense,Linear,MM,128,3072,768,0.0,0.0,0.700110117594401,"(1, 128, 3072)","(1, 128, 768)",0.0
104,encoder.layer.2.attention.self.query,Linear,MM,128,768,768,0.0,0.0,0.7001783582899306,"(1, 128, 768)","(1, 128, 768)",0.9170888264973959
104,encoder.layer.2.attention.self.key,Linear,MM,128,768,768,0.0,0.0,0.6993119981553819,"(1, 128, 768)","(1, 128, 768)",0.9170888264973959
104,encoder.layer.2.attention.self.value,Linear,MM,128,768,768,0.0,0.0,0.7005954318576388,"(1, 128, 768)","(1, 128, 768)",0.9170888264973959
104,encoder.layer.2.attention.output.dense,Linear,MM,128,768,768,0.0,0.0,0.7006802029079862,"(1, 128, 768)","(1, 128, 768)",0.9170888264973959
104,encoder.layer.2.intermediate.dense,Linear,MM,128,768,3072,0.0,0.0,0.7004263136121962,"(1, 128, 768)","(1, 128, 3072)",0.0
104,encoder.layer.2.output.dense,Linear,MM,128,3072,768,0.0,0.0,0.7003050910101997,"(1, 128, 3072)","(1, 128, 768)",0.0
104,encoder.layer.3.attention.self.query,Linear,MM,128,768,768,0.0,0.0,0.7005632188585069,"(1, 128, 768)","(1, 128, 768)",0.9207814534505209
104,encoder.layer.3.attention.self.key,Linear,MM,128,768,768,0.0,0.0,0.7003868950737847,"(1, 128, 768)","(1, 128, 768)",0.9207814534505209
104,encoder.layer.3.attention.self.value,Linear,MM,128,768,768,0.0,0.0,0.6992662217881944,"(1, 128, 768)","(1, 128, 768)",0.9207814534505209
104,encoder.layer.3.attention.output.dense,Linear,MM,128,768,768,0.0,0.0,0.6994696723090278,"(1, 128, 768)","(1, 128, 768)",0.9207814534505209
104,encoder.layer.3.intermediate.dense,Linear,MM,128,768,3072,0.0,0.0,0.7001906500922309,"(1, 128, 768)","(1, 128, 3072)",0.0
104,encoder.layer.3.output.dense,Linear,MM,128,3072,768,0.0,0.0,0.6996896531846788,"(1, 128, 3072)","(1, 128, 768)",0.0
104,encoder.layer.4.attention.self.query,Linear,MM,128,768,768,0.0,0.0,0.7004241943359375,"(1, 128, 768)","(1, 128, 768)",0.9247843424479166
104,encoder.layer.4.attention.self.key,Linear,MM,128,768,768,0.0,0.0,0.6995340983072916,"(1, 128, 768)","(1, 128, 768)",0.9247843424479166
104,encoder.layer.4.attention.self.value,Linear,MM,128,768,768,0.0,0.0,0.6999189588758681,"(1, 128, 768)","(1, 128, 768)",0.9247843424479166
104,encoder.layer.4.attention.output.dense,Linear,MM,128,768,768,0.0,0.0,0.6995730929904513,"(1, 128, 768)","(1, 128, 768)",0.9247843424479166
104,encoder.layer.4.intermediate.dense,Linear,MM,128,768,3072,0.0,0.0,0.7000071207682291,"(1, 128, 768)","(1, 128, 3072)",0.0
104,encoder.layer.4.output.dense,Linear,MM,128,3072,768,0.0,0.0,0.699927012125651,"(1, 128, 3072)","(1, 128, 768)",0.0
104,encoder.layer.5.attention.self.query,Linear,MM,128,768,768,0.0,0.0,0.6995103624131944,"(1, 128, 768)","(1, 128, 768)",0.9211069742838541
104,encoder.layer.5.attention.self.key,Linear,MM,128,768,768,0.0,0.0,0.6998731825086806,"(1, 128, 768)","(1, 128, 768)",0.9211069742838541
